title,author,description,target,isbn13
me before you,Jojo Moyes,young woman barely farther afield english village finds caring wealthy embittered quadriplegic,me before you young woman barely farther afield english village finds caring wealthy embittered quadriplegic,9780670026609
winter of the world,Ken Follett,five interrelated families — american german russian english welsh — grapple historical events years 193949 book 2 century trilogy,winter of the world five interrelated families — american german russian english welsh — grapple historical events years 193949 book 2 century trilogy,9780525952923
notorious nineteen,Janet Evanovich,new jersey bounty hunter stephanie plum tracks con man mysteriously vanished hospital,notorious nineteen new jersey bounty hunter stephanie plum tracks con man mysteriously vanished hospital,9780345527745
divergent,Veronica Roth,teenager must prove mettle dystopia split five factions,divergent teenager must prove mettle dystopia split five factions,9780062024039
one direction: dare to dream,the members of One Direction,life boy band,one direction: dare to dream life boy band,9780062213426
the perks of being a wallflower,Stephen Chbosky,it’s like grow perspective high school boy,the perks of being a wallflower it’s like grow perspective high school boy,9780671027346
out of my mind,Sharon M Draper,brilliant girl cerebral palsy longs way speak,out of my mind brilliant girl cerebral palsy longs way speak,9781416971719
the lost hero,Rick Riordan,return camp halfblood semidivine characters,the lost hero return camp halfblood semidivine characters,9781423113461
thirteen reasons why,Jay Asher,commits suicide girl sends recordings 13 people,thirteen reasons why commits suicide girl sends recordings 13 people,9781595141880
matched,Ally Condie,dystopian romance girl rebels,matched dystopian romance girl rebels,9780142419779
the inn at rose harbor,Debbie Macomber,young widow buys bedandbreakfast,the inn at rose harbor young widow buys bedandbreakfast,9780345528926
wards of faerie,Terry Brooks,first book new fantasy series dark legacy shannara druids elves humans unite try capture elfstones rescue troubled four lands,wards of faerie first book new fantasy series dark legacy shannara druids elves humans unite try capture elfstones rescue troubled four lands,9780345523471
the light between oceans,M L Stedman,australian lighthouse keeper wife decide keep baby washed ashore,the light between oceans australian lighthouse keeper wife decide keep baby washed ashore,9781451681734
where we belong,Emily Giffin,woman’s successful life disrupted appearance 18yearold girl link past,where we belong woman’s successful life disrupted appearance 18yearold girl link past,9780312554194
odd apocalypse,Dean Koontz,odd thomas communicate dead explores mysteries old estate owned billionaire,odd apocalypse odd thomas communicate dead explores mysteries old estate owned billionaire,9780553807745
black list,Brad Thor,counterterrorism operative scot harvath discover targeted death prevent terrorist attack,black list counterterrorism operative scot harvath discover targeted death prevent terrorist attack,9781439192986
"where'd you go, bernadette",Maria Semple,renowned reclusive seattle architect disappears leaving 15yearold daughter piece together clues,"where'd you go, bernadette renowned reclusive seattle architect disappears leaving 15yearold daughter piece together clues",9780316204279
the fallen angel,Daniel Silva,gabriel allon art restorer occasional spy israeli secret service discovers global criminal enterprise behind murder vatican,the fallen angel gabriel allon art restorer occasional spy israeli secret service discovers global criminal enterprise behind murder vatican,9780062073129
the kingmaker’s daughter,Philippa Gregory,chicanery court edward iv narrated anne neville,the kingmaker’s daughter chicanery court edward iv narrated anne neville,9781451626070
trickster's point,William Kent Krueger,former sheriff cork o’connor framed murder jubal little elected first native american governor minnesota long complicated relationship,trickster's point former sheriff cork o’connor framed murder jubal little elected first native american governor minnesota long complicated relationship,9781451645675
shadow of night,Deborah Harkness,oxford scholarwitch vampire geneticist pursue history secrets elizabethan london,shadow of night oxford scholarwitch vampire geneticist pursue history secrets elizabethan london,9780670023486
the dog stars,Peter Heller,flu pandemic kills population pilot sets cessna follow voice staticky radio transmission,the dog stars flu pandemic kills population pilot sets cessna follow voice staticky radio transmission,9780307959942
friends forever,Danielle Steel,three boys two girls meet kindergarten maintain bonds grow adulthood,friends forever three boys two girls meet kindergarten maintain bonds grow adulthood,9780385343213
"i, michael bennett",James Patterson and Michael Ledwidge,new york detective takes refuge 10 children upstate cabin,"i, michael bennett new york detective takes refuge 10 children upstate cabin",9780316097468
"i, michael bennett",James Patterson and Michael Ledwidge,new york detective takes refuge 10 children upstate cabin,"i, michael bennett new york detective takes refuge 10 children upstate cabin",9780316097468
broken harbor,Tana French,dublin murder squad detective’s investigation crime seaside town evokes memories hard childhood,broken harbor dublin murder squad detective’s investigation crime seaside town evokes memories hard childhood,9780670023653
charon's claw,R A Salvatore,book 3 neverwinter saga drizzt dahlia plot revenge netherese lord herzgo alegni,charon's claw book 3 neverwinter saga drizzt dahlia plot revenge netherese lord herzgo alegni,9780786962235
