genre,title,author,description,isbn13,weeks,rating,target
Paperback Trade Fiction,lone wolf,Jodi Picoult,icy winter night terrible accident forces family divided come together make fateful decision,9781439102756,4,,lone wolf Jodi Picoult icy winter night terrible accident forces family divided come together make fateful decision
Paperback Trade Fiction,the wind through the keyhole,Stephen King,king returns dark tower universe westernfantasy series explores early days gunslinger roland,9781451658910,2,,the wind through the keyhole Stephen King king returns dark tower universe westernfantasy series explores early days gunslinger roland
Paperback Trade Fiction,the snow child,Eowyn Ivey,it’s 1920 childless couple found mysterious girl alaskan wilderness come love harsh place things rarely seem,9780316175661,1,,the snow child Eowyn Ivey it’s 1920 childless couple found mysterious girl alaskan wilderness come love harsh place things rarely seem
Paperback Trade Fiction,zero day,David Baldacci,army veteran military investigator teams local homicide detective uncover conspiracy west virginia coal country,9781455518999,4,,zero day David Baldacci army veteran military investigator teams local homicide detective uncover conspiracy west virginia coal country
Paperback Trade Fiction,now you see her,James Patterson and Michael Ledwidge,nina bloom successful lawyer loving mother years ago changed identity save life forced confront past killer thought escaped,9780446574709,3,,now you see her James Patterson and Michael Ledwidge nina bloom successful lawyer loving mother years ago changed identity save life forced confront past killer thought escaped
Paperback Trade Fiction,the american heiress,Daisy Goodwin,traveling abroad turn 20th century cora cash — wealthy glamorous looking titled husband — finds english social scene full traps betrayals,9780312658663,3,,the american heiress Daisy Goodwin traveling abroad turn 20th century cora cash — wealthy glamorous looking titled husband — finds english social scene full traps betrayals
Paperback Trade Fiction,the dovekeepers,Alice Hoffman,lives four fiercely independent women intersect roman siege masada first century,9781451617481,3,,the dovekeepers Alice Hoffman lives four fiercely independent women intersect roman siege masada first century
Paperback Trade Fiction,the lady of the rivers,Philippa Gregory,widow serves court henry vi navigating treacherous path wars roses,9781416563716,2,,the lady of the rivers Philippa Gregory widow serves court henry vi navigating treacherous path wars roses
Paperback Trade Fiction,the snowman,Jo Nesbo,oslo detective harry hole searches serial killer builds snowmen outside homes victims,9780307742995,1,,the snowman Jo Nesbo oslo detective harry hole searches serial killer builds snowmen outside homes victims
Paperback Trade Fiction,say you're one of them,Uwem Akpan,stories set africa told point view wise resilient children,9780316113953,5,,say you're one of them Uwem Akpan stories set africa told point view wise resilient children
Paperback Trade Fiction,the shack,William P Young,man whose daughter abducted invited isolated shack apparently god,9780964729230,74,,the shack William P Young man whose daughter abducted invited isolated shack apparently god
Paperback Trade Fiction,the time traveler's wife,Audrey Niffenegger,life dashing librarian travels back forth time,9780156029438,18,,the time traveler's wife Audrey Niffenegger life dashing librarian travels back forth time
Paperback Trade Fiction,olive kitteridge,Elizabeth Strout,seventhgrade math teacher link 13 stories set maine coast 2009 pulitzer winner,9781400062089,26,,olive kitteridge Elizabeth Strout seventhgrade math teacher link 13 stories set maine coast 2009 pulitzer winner
Paperback Trade Fiction,the girl with the dragon tattoo,Stieg Larsson,hacker journalist investigate disappearance swedish heiress,9780307473479,17,,the girl with the dragon tattoo Stieg Larsson hacker journalist investigate disappearance swedish heiress
Paperback Trade Fiction,push,Sapphire,abused illiterate 16yearold girl living harlem meets teacher helps change life,9780679766759,8,,push Sapphire abused illiterate 16yearold girl living harlem meets teacher helps change life
Paperback Trade Fiction,handle with care,Jodi Picoult,woman whose daughter dangerous birth defect must decide whether sue obstetrician old friend,9780743296427,5,,handle with care Jodi Picoult woman whose daughter dangerous birth defect must decide whether sue obstetrician old friend
Paperback Trade Fiction,the story of edgar sawtelle,David Wroblewski,mute takes refuge dogs wisconsin woods father’s death,9780061374234,6,,the story of edgar sawtelle David Wroblewski mute takes refuge dogs wisconsin woods father’s death
Paperback Trade Fiction,the elegance of the hedgehog,Muriel Barbery,young girl widowed concierge closet intellectuals become friends,9781933372600,40,,the elegance of the hedgehog Muriel Barbery young girl widowed concierge closet intellectuals become friends
Paperback Trade Fiction,pride and prejudice and zombies,Jane Austen and Seth Grahame-Smith,classic story retold “ultraviolent zombie mayhem”,9781594743344,29,,pride and prejudice and zombies Jane Austen and Seth Grahame-Smith classic story retold “ultraviolent zombie mayhem”
Paperback Trade Fiction,the lovely bones,Alice Sebold,girl looks heaven describes aftermath kidnapping murder,9780316168816,9,,the lovely bones Alice Sebold girl looks heaven describes aftermath kidnapping murder
Paperback Trade Fiction,the lucky one,Nicholas Sparks,marine returning home sets track woman whose photo found iraq,9780446698344,10,,the lucky one Nicholas Sparks marine returning home sets track woman whose photo found iraq
Paperback Trade Fiction,the weight of silence,Heather Gudenkauf,selectively mute girl best friend vanish family secrets come fore,9781426837494,12,,the weight of silence Heather Gudenkauf selectively mute girl best friend vanish family secrets come fore
Paperback Trade Fiction,the hour i first believed,Wally Lamb,couple flee connecticut farm trauma columbine shootings,9780060988432,7,,the hour i first believed Wally Lamb couple flee connecticut farm trauma columbine shootings
Paperback Trade Fiction,the reader,Bernhard Schlink,german high school student falls love former auschwitz employee,9780307454898,16,,the reader Bernhard Schlink german high school student falls love former auschwitz employee
Paperback Trade Fiction,sundays at tiffany’s,James Patterson and Gabrielle Charbonnet,woman finds unexpected love,9780446199445,11,,sundays at tiffany’s James Patterson and Gabrielle Charbonnet woman finds unexpected love
Paperback Trade Fiction,american wife,Curtis Sittenfeld,pretty librarian marries alcoholic scion wealthy political family somehow becomes president,9780812975406,6,,american wife Curtis Sittenfeld pretty librarian marries alcoholic scion wealthy political family somehow becomes president
Paperback Trade Fiction,people of the book,Geraldine Brooks,expert unlocks secrets rare manuscript,9780143115007,12,,people of the book Geraldine Brooks expert unlocks secrets rare manuscript
Paperback Trade Fiction,a thousand splendid suns,Khaled Hosseini,friendship two afghan women backdrop 30 years war,9781594489501,17,,a thousand splendid suns Khaled Hosseini friendship two afghan women backdrop 30 years war
Paperback Trade Fiction,still alice,Lisa Genova,50yearold harvard professor diagnosed earlyonset alzheimer’s disease,9781439102817,11,,still alice Lisa Genova 50yearold harvard professor diagnosed earlyonset alzheimer’s disease
Paperback Trade Fiction,the brief wondrous life of oscar wao,Junot Díaz,nerdy dominicanamerican struggles escape family curse,9781594489587,29,,the brief wondrous life of oscar wao Junot Díaz nerdy dominicanamerican struggles escape family curse
Paperback Trade Fiction,revolutionary road,Richard Yates,frank april wheeler beautiful young couple living 1950s america see supposedly perfect life come undone,9780375708442,16,,revolutionary road Richard Yates frank april wheeler beautiful young couple living 1950s america see supposedly perfect life come undone
Paperback Trade Fiction,the miracle at speedy motors,Alexander McCall Smith,ninth novel 1 ladies’ detective agency series,9780307277466,2,,the miracle at speedy motors Alexander McCall Smith ninth novel 1 ladies’ detective agency series
Paperback Trade Fiction,take one,Karen Kingsbury,christian filmmakers engage desperate attempt keep dream project falling apart,9780310318439,2,,take one Karen Kingsbury christian filmmakers engage desperate attempt keep dream project falling apart
